GeneName	Reg	log2FoldChange
ENSG00000120992.18|LYPLA1|protein_coding	Up	0.0313476999841465
ENSG00000158042.9|MRPL17|protein_coding	Up	0.0314045708797013
ENSG00000146701.12|MDH2|protein_coding	Up	0.0314425024981085
ENSG00000134001.15|EIF2S1|protein_coding	Up	0.0314473037196128
ENSG00000204371.11|EHMT2|protein_coding	Up	0.0314759415999138
ENSG00000141434.12|MEP1B|protein_coding	Up	0.0314773285307432
ENSG00000276085.1|CCL3L3|protein_coding	Up	0.0314774586636975
ENSG00000115207.13|GTF3C2|protein_coding	Up	0.0314843143424311
ENSG00000269343.9|ZNF587B|protein_coding	Up	0.0314950018243891
ENSG00000065526.12|SPEN|protein_coding	Up	0.0315922802662014
ENSG00000073803.14|MAP3K13|protein_coding	Up	0.0316699897021949
ENSG00000144063.4|MALL|protein_coding	Up	0.0317261176339452
ENSG00000086548.9|CEACAM6|protein_coding	Up	0.0317324876384917
ENSG00000168538.16|TRAPPC11|protein_coding	Up	0.0318112630444067
ENSG00000283516.1|LITAFD|protein_coding	Up	0.0318199361604474
ENSG00000149257.16|SERPINH1|protein_coding	Up	0.0318314283875806
ENSG00000139190.17|VAMP1|protein_coding	Up	0.0318408575421403
ENSG00000159210.10|SNF8|protein_coding	Up	0.0320291858981844
ENSG00000075420.13|FNDC3B|protein_coding	Up	0.0320694916911518
ENSG00000138073.14|PREB|protein_coding	Up	0.0320695177025626
ENSG00000123594.5|ATXN3L|protein_coding	Up	0.0320762969722328
ENSG00000126088.14|UROD|protein_coding	Up	0.0320774334152028
ENSG00000011478.13|QPCTL|protein_coding	Up	0.0321336260236389
ENSG00000140332.17|TLE3|protein_coding	Up	0.0321661667256466
ENSG00000119314.16|PTBP3|protein_coding	Up	0.0321962054028414
ENSG00000198876.13|DCAF12|protein_coding	Up	0.0322174551566902
ENSG00000198920.11|KIAA0753|protein_coding	Up	0.0322203121337331
ENSG00000135441.7|BLOC1S1|protein_coding	Up	0.032244075902134
ENSG00000186854.11|TRABD2A|protein_coding	Up	0.0322651409160676
ENSG00000104880.18|ARHGEF18|protein_coding	Up	0.0322984509523804
ENSG00000163453.11|IGFBP7|protein_coding	Up	0.0322985340049304
ENSG00000135148.12|TRAFD1|protein_coding	Up	0.0323302081420587
ENSG00000156502.14|SUPV3L1|protein_coding	Up	0.0323337402748283
ENSG00000177548.13|RABEP2|protein_coding	Up	0.0323467106176991
ENSG00000182606.17|TRAK1|protein_coding	Up	0.0324261362851328
ENSG00000127914.18|AKAP9|protein_coding	Up	0.0324480331825412
ENSG00000155111.15|CDK19|protein_coding	Up	0.0325019468123836
ENSG00000071243.16|ING3|protein_coding	Up	0.0325389211510564
ENSG00000198930.13|CSAG1|protein_coding	Up	0.03254287788472
ENSG00000105701.16|FKBP8|protein_coding	Up	0.032563069386651
ENSG00000180398.13|MCFD2|protein_coding	Up	0.0326806731268183
ENSG00000153044.10|CENPH|protein_coding	Up	0.0327383878916566
ENSG00000111832.13|RWDD1|protein_coding	Up	0.0327538558257691
ENSG00000135469.14|COQ10A|protein_coding	Up	0.0328011665079066
ENSG00000177731.16|FLII|protein_coding	Up	0.0328769705620556
ENSG00000134744.14|TUT4|protein_coding	Up	0.0328941768276245
ENSG00000165280.17|VCP|protein_coding	Up	0.0329327327935235
ENSG00000167130.18|DOLPP1|protein_coding	Up	0.0329584574822461
ENSG00000012983.11|MAP4K5|protein_coding	Up	0.0330264110359911
ENSG00000158796.17|DEDD|protein_coding	Up	0.0331917830159231
ENSG00000117281.16|CD160|protein_coding	Up	0.0331944112066595
ENSG00000221995.5|TIAF1|protein_coding	Up	0.0332275247073891
ENSG00000168939.12|SPRY3|protein_coding	Up	0.0332444799348921
ENSG00000156411.10|ATP5MPL|protein_coding	Up	0.0332722014582404
ENSG00000075413.19|MARK3|protein_coding	Up	0.0333042696351116
ENSG00000164054.15|SHISA5|protein_coding	Up	0.0333819028009152
ENSG00000133606.11|MKRN1|protein_coding	Up	0.0334046386825899
ENSG00000155957.18|TMBIM4|protein_coding	Up	0.0334152194624397
ENSG00000166946.14|CCNDBP1|protein_coding	Up	0.0334486924636316
ENSG00000135018.14|UBQLN1|protein_coding	Up	0.0334791195825139
ENSG00000115415.20|STAT1|protein_coding	Up	0.033480791595247
ENSG00000100065.15|CARD10|protein_coding	Up	0.0335293795226529
ENSG00000109854.14|HTATIP2|protein_coding	Up	0.0335685564719646
ENSG00000143196.5|DPT|protein_coding	Up	0.033570801451875
ENSG00000172243.18|CLEC7A|protein_coding	Up	0.0335724373861984
ENSG00000174839.13|DENND6A|protein_coding	Up	0.0335856801509514
ENSG00000075884.14|ARHGAP15|protein_coding	Up	0.0335885726229014
ENSG00000099795.7|NDUFB7|protein_coding	Up	0.0335989310662852
ENSG00000129292.21|PHF20L1|protein_coding	Up	0.0336193889480266
ENSG00000118260.15|CREB1|protein_coding	Up	0.0336394876384511
ENSG00000123144.11|TRIR|protein_coding	Up	0.0336515437418433
ENSG00000079462.8|PAFAH1B3|protein_coding	Up	0.0337735418181007
ENSG00000135090.14|TAOK3|protein_coding	Up	0.0338099273459869
ENSG00000122490.19|SLC66A2|protein_coding	Up	0.0338411853880646
ENSG00000197223.12|C1D|protein_coding	Up	0.0338519363690392
ENSG00000165630.14|PRPF18|protein_coding	Up	0.0339287046633983
ENSG00000103942.13|HOMER2|protein_coding	Up	0.0339574151425905
ENSG00000013619.14|MAMLD1|protein_coding	Up	0.033982557068211
ENSG00000148484.18|RSU1|protein_coding	Up	0.0339959231802367
ENSG00000244462.8|RBM12|protein_coding	Up	0.0340198987961983
ENSG00000164326.5|CARTPT|protein_coding	Up	0.0340507410642178
ENSG00000188603.22|CLN3|protein_coding	Up	0.0340918186122586
ENSG00000146054.18|TRIM7|protein_coding	Up	0.0341140739588301
ENSG00000107249.23|GLIS3|protein_coding	Up	0.0341266152270999
ENSG00000167491.17|GATAD2A|protein_coding	Up	0.0341417995563737
ENSG00000181381.14|DDX60L|protein_coding	Up	0.0341890766659127
ENSG00000182180.14|MRPS16|protein_coding	Up	0.0342260144409015
ENSG00000158480.11|SPATA2|protein_coding	Up	0.0342398670489862
ENSG00000084623.12|EIF3I|protein_coding	Up	0.0342781069071681
ENSG00000072571.20|HMMR|protein_coding	Up	0.0343026137973574
ENSG00000002549.12|LAP3|protein_coding	Up	0.0343633007890471
ENSG00000256618.2|MTRNR2L1|protein_coding	Up	0.0343648562177663
ENSG00000184497.13|TMEM255B|protein_coding	Up	0.0344449233646353
ENSG00000138439.12|FAM117B|protein_coding	Up	0.0344449722605777
ENSG00000198258.11|UBL5|protein_coding	Up	0.0344671032772676
ENSG00000204086.4|RPA4|protein_coding	Up	0.0344817944756073
ENSG00000101331.17|CCM2L|protein_coding	Up	0.0345176686840029
ENSG00000130165.10|ELOF1|protein_coding	Up	0.0345641989437352
ENSG00000174516.15|PELI3|protein_coding	Up	0.0345762889696081
ENSG00000166922.8|SCG5|protein_coding	Up	0.0345866163831207
ENSG00000198492.16|YTHDF2|protein_coding	Up	0.0345913174308965
ENSG00000167110.18|GOLGA2|protein_coding	Up	0.0345917795741805
ENSG00000102393.14|GLA|protein_coding	Up	0.0346341966494453
ENSG00000162929.14|KIAA1841|protein_coding	Up	0.0346436333797536
ENSG00000105393.16|BABAM1|protein_coding	Up	0.0346513190829417
ENSG00000182010.11|RTKN2|protein_coding	Up	0.0346534993157698
ENSG00000165837.12|ERICH6B|protein_coding	Up	0.0346883975005988
ENSG00000139631.19|CSAD|protein_coding	Up	0.0347053940539983
ENSG00000138750.15|NUP54|protein_coding	Up	0.0347539372446391
ENSG00000144791.10|LIMD1|protein_coding	Up	0.0347959506048039
ENSG00000198169.9|ZNF251|protein_coding	Up	0.0348009344838177
ENSG00000076513.17|ANKRD13A|protein_coding	Up	0.0348350909180697
ENSG00000071537.14|SEL1L|protein_coding	Up	0.0348351803052668
ENSG00000171045.16|TSNARE1|protein_coding	Up	0.0348441994622691
ENSG00000183044.12|ABAT|protein_coding	Up	0.0348628720460602
ENSG00000188056.12|TREML4|protein_coding	Up	0.0349293868788731
ENSG00000149187.18|CELF1|protein_coding	Up	0.0349324778294305
ENSG00000112282.18|MED23|protein_coding	Up	0.0349390244839491
ENSG00000168928.13|CTRB2|protein_coding	Up	0.0349790285612542
ENSG00000064703.12|DDX20|protein_coding	Up	0.0350106224150857
ENSG00000117505.13|DR1|protein_coding	Up	0.0351473699827868
ENSG00000099338.23|CATSPERG|protein_coding	Up	0.0351701967264873
ENSG00000188243.13|COMMD6|protein_coding	Up	0.0351911135823515
ENSG00000113140.11|SPARC|protein_coding	Up	0.0352184434460346
ENSG00000143815.15|LBR|protein_coding	Up	0.0352875371232253
ENSG00000153993.13|SEMA3D|protein_coding	Up	0.0353092592232272
ENSG00000185339.9|TCN2|protein_coding	Up	0.0353575344340599
ENSG00000135617.4|PRADC1|protein_coding	Up	0.0353584077873147
ENSG00000205426.10|KRT81|protein_coding	Up	0.0353713296639011
ENSG00000071082.11|RPL31|protein_coding	Up	0.0354107827128809
ENSG00000164830.18|OXR1|protein_coding	Up	0.0354217932409174
ENSG00000158014.15|SLC30A2|protein_coding	Up	0.0355361217524503
ENSG00000164151.12|ICE1|protein_coding	Up	0.0355411158939809
ENSG00000108592.17|FTSJ3|protein_coding	Up	0.0355693096286059
ENSG00000134287.10|ARF3|protein_coding	Up	0.0356453442610041
ENSG00000240720.9|LRRD1|protein_coding	Up	0.035661823723107
ENSG00000152464.15|RPP38|protein_coding	Up	0.0356653011937902
ENSG00000213996.13|TM6SF2|protein_coding	Up	0.0357750246580361
ENSG00000063176.16|SPHK2|protein_coding	Up	0.0358175498196742
ENSG00000101665.9|SMAD7|protein_coding	Up	0.0358227700764827
ENSG00000177119.16|ANO6|protein_coding	Up	0.0358983002790153
ENSG00000141699.11|RETREG3|protein_coding	Up	0.0359221817351965
ENSG00000110536.14|PTPMT1|protein_coding	Up	0.0360071606809558
ENSG00000173064.13|HECTD4|protein_coding	Up	0.0360629816221346
ENSG00000120533.13|ENY2|protein_coding	Up	0.0360664798195239
ENSG00000160193.12|WDR4|protein_coding	Up	0.0360841899990451
ENSG00000069248.12|NUP133|protein_coding	Up	0.0361100632715781
ENSG00000198612.11|COPS8|protein_coding	Up	0.0361499656191274
ENSG00000081148.12|IMPG2|protein_coding	Up	0.03624172125224
ENSG00000141447.18|OSBPL1A|protein_coding	Up	0.0362459257190176
ENSG00000196873.16|CBWD3|protein_coding	Up	0.0362482572308626
ENSG00000105939.13|ZC3HAV1|protein_coding	Up	0.0362527593783914
ENSG00000132953.16|XPO4|protein_coding	Up	0.0362656461067708
ENSG00000102445.20|RUBCNL|protein_coding	Up	0.0362722447264251
ENSG00000158201.10|ABHD3|protein_coding	Up	0.0363046916818831
ENSG00000128595.17|CALU|protein_coding	Up	0.036316311939928
ENSG00000104957.14|CCDC130|protein_coding	Up	0.0363422477151686
ENSG00000198646.14|NCOA6|protein_coding	Up	0.0363443523483299
ENSG00000109452.12|INPP4B|protein_coding	Up	0.0363495105499667
ENSG00000176978.14|DPP7|protein_coding	Up	0.0363741875812918
ENSG00000132199.20|ENOSF1|protein_coding	Up	0.0363770425332614
ENSG00000115520.8|COQ10B|protein_coding	Up	0.0363979604595346
ENSG00000108654.16|DDX5|protein_coding	Up	0.0364052757920643
ENSG00000175324.10|LSM1|protein_coding	Up	0.0364343676478312
ENSG00000117385.16|P3H1|protein_coding	Up	0.0364677965844053
ENSG00000183066.14|WBP2NL|protein_coding	Up	0.0364907509822637
ENSG00000120696.9|KBTBD7|protein_coding	Up	0.0365030524685341
ENSG00000135932.11|CAB39|protein_coding	Up	0.0365042851088508
ENSG00000053371.12|AKR7A2|protein_coding	Up	0.0365200604951648
ENSG00000174738.13|NR1D2|protein_coding	Up	0.0365426424004216
ENSG00000116691.11|MIIP|protein_coding	Up	0.0365601609783253
ENSG00000196950.14|SLC39A10|protein_coding	Up	0.036593733982969
ENSG00000151131.11|C12orf45|protein_coding	Up	0.0366183806684183
ENSG00000119547.6|ONECUT2|protein_coding	Up	0.036619665384346
ENSG00000174529.7|TMEM81|protein_coding	Up	0.0366271898947336
ENSG00000118263.15|KLF7|protein_coding	Up	0.0367552797236714
ENSG00000123444.14|KBTBD4|protein_coding	Up	0.0367575511100193
ENSG00000112584.14|FAM120B|protein_coding	Up	0.0368215039520095
ENSG00000115956.10|PLEK|protein_coding	Up	0.0368311864835124
ENSG00000116095.11|PLEKHA3|protein_coding	Up	0.036873612884242
ENSG00000092850.12|TEKT2|protein_coding	Up	0.0369995878114536
ENSG00000137133.11|HINT2|protein_coding	Up	0.0370260225976979
ENSG00000180098.9|TRNAU1AP|protein_coding	Up	0.0370561989809315
ENSG00000117971.12|CHRNB4|protein_coding	Up	0.0370573289516263
ENSG00000128683.14|GAD1|protein_coding	Up	0.0370842389073892
ENSG00000246922.9|UBAP1L|protein_coding	Up	0.0370938523388442
ENSG00000204463.13|BAG6|protein_coding	Up	0.0371295163397467
ENSG00000116213.16|WRAP73|protein_coding	Up	0.0371520449077556
ENSG00000162174.12|ASRGL1|protein_coding	Up	0.0371531937561497
ENSG00000123219.13|CENPK|protein_coding	Up	0.0372856063905652
ENSG00000072840.13|EVC|protein_coding	Up	0.0372966654061068
ENSG00000104408.11|EIF3E|protein_coding	Up	0.0373110321358611
ENSG00000102271.14|KLHL4|protein_coding	Up	0.0373754459479802
ENSG00000147689.16|FAM83A|protein_coding	Up	0.0374682699548798
ENSG00000172508.10|CARNS1|protein_coding	Up	0.0374740994664631
ENSG00000166257.9|SCN3B|protein_coding	Up	0.0374783534721028
ENSG00000010244.19|ZNF207|protein_coding	Up	0.037562687682015
ENSG00000109576.14|AADAT|protein_coding	Up	0.0376172981673795
ENSG00000130313.7|PGLS|protein_coding	Up	0.0376540653514667
ENSG00000117625.14|RCOR3|protein_coding	Up	0.0376566426325569
ENSG00000109323.11|MANBA|protein_coding	Up	0.0377180906549202
ENSG00000164746.14|C7orf57|protein_coding	Up	0.0377995412881939
ENSG00000088970.16|KIZ|protein_coding	Up	0.0378583183008643
ENSG00000155875.15|SAXO1|protein_coding	Up	0.0379242649916197
ENSG00000115484.15|CCT4|protein_coding	Up	0.0379834524382081
ENSG00000106546.14|AHR|protein_coding	Up	0.0380284957455285
ENSG00000163719.20|MTMR14|protein_coding	Up	0.0380510287051425
ENSG00000162408.11|NOL9|protein_coding	Up	0.0380563956563581
ENSG00000101773.19|RBBP8|protein_coding	Up	0.0380958804360533
ENSG00000188659.9|SAXO2|protein_coding	Up	0.0381340472028494
ENSG00000076685.19|NT5C2|protein_coding	Up	0.0381629997711782
ENSG00000133243.10|BTBD2|protein_coding	Up	0.0381858338439274
ENSG00000162961.14|DPY30|protein_coding	Up	0.038240645289524
ENSG00000131323.16|TRAF3|protein_coding	Up	0.0382406678377807
ENSG00000212710.5|CTAGE1|protein_coding	Up	0.0383080517402217
ENSG00000102753.10|KPNA3|protein_coding	Up	0.0383434607596465
ENSG00000142867.14|BCL10|protein_coding	Up	0.0383835279483774
ENSG00000084774.14|CAD|protein_coding	Up	0.0384468356351588
ENSG00000241468.8|ATP5MF|protein_coding	Up	0.0386345294934549
ENSG00000164951.16|PDP1|protein_coding	Up	0.0386472974132885
ENSG00000243646.10|IL10RB|protein_coding	Up	0.0386712574002949
ENSG00000004897.12|CDC27|protein_coding	Up	0.0386794167517558
ENSG00000126005.17|MMP24OS|protein_coding	Up	0.0386876618300829
ENSG00000131584.19|ACAP3|protein_coding	Up	0.0387819582847705
ENSG00000136237.19|RAPGEF5|protein_coding	Up	0.0388148956516478
ENSG00000179331.3|RAB39A|protein_coding	Up	0.0388639569084439
ENSG00000169604.20|ANTXR1|protein_coding	Up	0.0388932923030091
ENSG00000174827.14|PDZK1|protein_coding	Up	0.0389012578270657
ENSG00000117461.15|PIK3R3|protein_coding	Up	0.0389226300306507
ENSG00000151552.12|QDPR|protein_coding	Up	0.038938571087826
ENSG00000117155.17|SSX2IP|protein_coding	Up	0.0389528993060927
ENSG00000087086.15|FTL|protein_coding	Up	0.0390407441974046
ENSG00000131951.11|LRRC9|protein_coding	Up	0.0390749021321327
ENSG00000197363.9|ZNF517|protein_coding	Up	0.0390933561242672
ENSG00000115239.24|ASB3|protein_coding	Up	0.0390996902414276
ENSG00000177352.10|CCDC71|protein_coding	Up	0.0391190025370797
ENSG00000103932.12|RPAP1|protein_coding	Up	0.0391193628343249
ENSG00000128512.23|DOCK4|protein_coding	Up	0.0391304577615133
ENSG00000227500.10|SCAMP4|protein_coding	Up	0.0391324564892923
ENSG00000148824.19|MTG1|protein_coding	Up	0.039172193825587
ENSG00000168924.15|LETM1|protein_coding	Up	0.0391811172220671
ENSG00000180902.18|D2HGDH|protein_coding	Up	0.0391847613618611
ENSG00000075275.18|CELSR1|protein_coding	Up	0.0392042170802379
ENSG00000007923.16|DNAJC11|protein_coding	Up	0.0392418104394504
ENSG00000139921.13|TMX1|protein_coding	Up	0.0393823117761106
ENSG00000103653.16|CSK|protein_coding	Up	0.0394066303132575
ENSG00000064490.14|RFXANK|protein_coding	Up	0.0394225026054055
ENSG00000176720.6|BOK|protein_coding	Up	0.0395813156513413
ENSG00000107959.17|PITRM1|protein_coding	Up	0.0396216144700087
ENSG00000115211.16|EIF2B4|protein_coding	Up	0.0396537480395593
ENSG00000154978.13|VOPP1|protein_coding	Up	0.0396694314033837
ENSG00000090054.15|SPTLC1|protein_coding	Up	0.0396932828365076
ENSG00000120329.7|SLC25A2|protein_coding	Up	0.0397551392563849
ENSG00000051128.19|HOMER3|protein_coding	Up	0.0398865463946577
ENSG00000175104.15|TRAF6|protein_coding	Up	0.0399384210337049
ENSG00000104142.11|VPS18|protein_coding	Up	0.0399970198774553
ENSG00000163359.16|COL6A3|protein_coding	Up	0.040010928870276
ENSG00000085449.15|WDFY1|protein_coding	Up	0.0400431096645565
ENSG00000133216.17|EPHB2|protein_coding	Up	0.040060949319556
ENSG00000135951.16|TSGA10|protein_coding	Up	0.0400768843099557
ENSG00000129214.15|SHBG|protein_coding	Up	0.0401216810857704
ENSG00000107581.13|EIF3A|protein_coding	Up	0.0401971852597111
ENSG00000173480.11|ZNF417|protein_coding	Up	0.0402364616789166
ENSG00000165527.7|ARF6|protein_coding	Up	0.0403009675538432
ENSG00000163636.11|PSMD6|protein_coding	Up	0.0403190982990349
ENSG00000178821.13|TMEM52|protein_coding	Up	0.0403302806654124
ENSG00000138111.14|MFSD13A|protein_coding	Up	0.0403795417930888
ENSG00000183337.17|BCOR|protein_coding	Up	0.0403849765956336
ENSG00000135631.17|RAB11FIP5|protein_coding	Up	0.0403929165172918
ENSG00000143119.14|CD53|protein_coding	Up	0.0404430067830478
ENSG00000135976.20|ANKRD36|protein_coding	Up	0.0404477661552897
ENSG00000001629.10|ANKIB1|protein_coding	Up	0.0404600132483377
ENSG00000182393.3|IFNL1|protein_coding	Up	0.040486938410588
ENSG00000107929.15|LARP4B|protein_coding	Up	0.0405387796040674
ENSG00000100364.19|KIAA0930|protein_coding	Up	0.0405547668404447
ENSG00000119865.9|CNRIP1|protein_coding	Up	0.0405664897065676
ENSG00000168993.15|CPLX1|protein_coding	Up	0.0405689514221218
ENSG00000100417.12|PMM1|protein_coding	Up	0.0406240618933428
ENSG00000204852.16|TCTN1|protein_coding	Up	0.0406517237370643
ENSG00000116489.13|CAPZA1|protein_coding	Up	0.0406560240478371
ENSG00000274209.4|ANTXRL|protein_coding	Up	0.0406656741543183
ENSG00000196262.15|PPIA|protein_coding	Up	0.0407550224552486
ENSG00000054116.12|TRAPPC3|protein_coding	Up	0.0407705613890457
ENSG00000135315.12|CEP162|protein_coding	Up	0.0407769578348765
ENSG00000197712.12|FAM114A1|protein_coding	Up	0.0408394709266759
ENSG00000181026.15|AEN|protein_coding	Up	0.0408723457795605
ENSG00000154040.21|CABYR|protein_coding	Up	0.0409047828466101
ENSG00000161180.11|CCDC116|protein_coding	Up	0.0409416524588863
ENSG00000157045.9|NTAN1|protein_coding	Up	0.0409444554659781
ENSG00000008086.13|CDKL5|protein_coding	Up	0.0409754084906445
ENSG00000152127.9|MGAT5|protein_coding	Up	0.0410028469276266
ENSG00000149346.15|SLX4IP|protein_coding	Up	0.0410034197271469
ENSG00000136297.15|MMD2|protein_coding	Up	0.0410170156156154
ENSG00000112249.14|ASCC3|protein_coding	Up	0.0410229717277397
ENSG00000185722.18|ANKFY1|protein_coding	Up	0.0410394554092409
ENSG00000198795.11|ZNF521|protein_coding	Up	0.0411844761544969
ENSG00000172315.6|TP53RK|protein_coding	Up	0.0413078921169534
ENSG00000140876.11|NUDT7|protein_coding	Up	0.0413693044213961
ENSG00000023909.10|GCLM|protein_coding	Up	0.0413941752404349
ENSG00000117697.15|NSL1|protein_coding	Up	0.041400837161603
ENSG00000081721.12|DUSP12|protein_coding	Up	0.0414163857317544
ENSG00000089123.16|TASP1|protein_coding	Up	0.0414553747920821
ENSG00000116863.11|ADPRS|protein_coding	Up	0.0414819667677582
ENSG00000107295.10|SH3GL2|protein_coding	Up	0.0414966197956214
ENSG00000173511.10|VEGFB|protein_coding	Up	0.0415023684630309
ENSG00000184371.14|CSF1|protein_coding	Up	0.0415252987256882
ENSG00000266173.7|STRADA|protein_coding	Up	0.0415408034833163
ENSG00000100442.11|FKBP3|protein_coding	Up	0.0415709490904055
ENSG00000215301.11|DDX3X|protein_coding	Up	0.0415778507145436
ENSG00000089091.16|DZANK1|protein_coding	Up	0.0415845001889453
ENSG00000115232.14|ITGA4|protein_coding	Up	0.0416099205434256
ENSG00000167863.12|ATP5PD|protein_coding	Up	0.0416409443249739
ENSG00000176715.17|ACSF3|protein_coding	Up	0.0416532284104671
ENSG00000265690.7|AC074143.1|protein_coding	Up	0.041743792618927
ENSG00000173917.10|HOXB2|protein_coding	Up	0.0417621236425129
ENSG00000189308.11|LIN54|protein_coding	Up	0.0417903539106599
ENSG00000197054.12|ZNF763|protein_coding	Up	0.0418117468099506
ENSG00000103196.12|CRISPLD2|protein_coding	Up	0.0418749832358369
ENSG00000241962.9|AC079447.1|protein_coding	Up	0.0419376954768627
ENSG00000185885.16|IFITM1|protein_coding	Up	0.0419419044130242
ENSG00000159496.14|RGL4|protein_coding	Up	0.0419484795931187
ENSG00000169758.13|TMEM266|protein_coding	Up	0.0419587297259201
ENSG00000089639.11|GMIP|protein_coding	Up	0.0419601314235364
ENSG00000196912.12|ANKRD36B|protein_coding	Up	0.0420294052781244
ENSG00000176182.6|MYPOP|protein_coding	Up	0.0420545353243285
ENSG00000146731.11|CCT6A|protein_coding	Up	0.0420825012564596
ENSG00000100351.17|GRAP2|protein_coding	Up	0.0421052592898227
ENSG00000145113.22|MUC4|protein_coding	Up	0.042124710863055
ENSG00000101350.8|KIF3B|protein_coding	Up	0.0421487724260717
ENSG00000177947.14|ODF3|protein_coding	Up	0.0421922341585746
ENSG00000181374.8|CCL13|protein_coding	Up	0.0422137954566775
ENSG00000110514.19|MADD|protein_coding	Up	0.0422188620020082
ENSG00000123975.5|CKS2|protein_coding	Up	0.042223605249124
ENSG00000165219.22|GAPVD1|protein_coding	Up	0.0422957665372237
ENSG00000065717.15|TLE2|protein_coding	Up	0.0423187942727034
ENSG00000151532.14|VTI1A|protein_coding	Up	0.0423290595638789
ENSG00000188643.11|S100A16|protein_coding	Up	0.0423998325835376
ENSG00000239388.9|ASB14|protein_coding	Up	0.0424602373878734
ENSG00000143324.14|XPR1|protein_coding	Up	0.0424675060725001
ENSG00000157613.11|CREB3L1|protein_coding	Up	0.0425183544851771
ENSG00000033178.13|UBA6|protein_coding	Up	0.0425514540725529
ENSG00000143942.5|CHAC2|protein_coding	Up	0.0426668297623387
ENSG00000168395.16|ING5|protein_coding	Up	0.0427188498633956
ENSG00000198156.10|NPIPB6|protein_coding	Up	0.0427209900770628
ENSG00000122986.14|HVCN1|protein_coding	Up	0.0427250803992388
ENSG00000185372.3|OR2V1|protein_coding	Up	0.0428048994530239
ENSG00000130348.11|QRSL1|protein_coding	Up	0.0428646798420574
ENSG00000144589.22|STK11IP|protein_coding	Up	0.04287164698432
ENSG00000105726.17|ATP13A1|protein_coding	Up	0.042900784702612
ENSG00000143207.21|COP1|protein_coding	Up	0.0429037537672852
ENSG00000173218.15|VANGL1|protein_coding	Up	0.0429145210572913
ENSG00000204979.8|MS4A13|protein_coding	Up	0.043008387286475
ENSG00000136682.15|CBWD2|protein_coding	Up	0.0430472040710988
ENSG00000128606.13|LRRC17|protein_coding	Up	0.0430661502272036
ENSG00000179262.10|RAD23A|protein_coding	Up	0.0430724301087865
ENSG00000099256.19|PRTFDC1|protein_coding	Up	0.0431255423931504
ENSG00000196074.13|SYCP2|protein_coding	Up	0.04314489361502
ENSG00000165832.6|TRUB1|protein_coding	Up	0.0431573482125008
ENSG00000155363.18|MOV10|protein_coding	Up	0.0431709717065475
ENSG00000116604.18|MEF2D|protein_coding	Up	0.0431889382659835
ENSG00000166801.16|FAM111A|protein_coding	Up	0.0432091951800519
ENSG00000206106.2|KRTAP22-2|protein_coding	Up	0.0432496623539707
ENSG00000111215.12|PRR4|protein_coding	Up	0.0433624065477803
ENSG00000151617.17|EDNRA|protein_coding	Up	0.0434699828025812
ENSG00000092847.13|AGO1|protein_coding	Up	0.0434950606412883
ENSG00000172346.15|CSDC2|protein_coding	Up	0.0435168020296852
ENSG00000281991.2|TMEM265|protein_coding	Up	0.0436142736489949
ENSG00000102390.11|PBDC1|protein_coding	Up	0.0436224861952196
ENSG00000185236.12|RAB11B|protein_coding	Up	0.0436613242317929
ENSG00000168995.13|SIGLEC7|protein_coding	Up	0.0437205081782465
ENSG00000156564.9|LRFN2|protein_coding	Up	0.0437878906873332
ENSG00000107036.12|RIC1|protein_coding	Up	0.0438594989999849
ENSG00000173320.12|STOX2|protein_coding	Up	0.0439021405222087
ENSG00000123136.15|DDX39A|protein_coding	Up	0.0439069416956409
ENSG00000125733.18|TRIP10|protein_coding	Up	0.0439476729285186
ENSG00000164506.14|STXBP5|protein_coding	Up	0.043968326375712
ENSG00000020129.16|NCDN|protein_coding	Up	0.04398421306364
ENSG00000180008.9|SOCS4|protein_coding	Up	0.0440248876796993
ENSG00000112701.18|SENP6|protein_coding	Up	0.0440305947105111
ENSG00000104866.11|PPP1R37|protein_coding	Up	0.0440504752849119
ENSG00000244482.10|LILRA6|protein_coding	Up	0.0440679129985608
ENSG00000150048.10|CLEC1A|protein_coding	Up	0.0441581357620078
ENSG00000198513.13|ATL1|protein_coding	Up	0.044168754968769
ENSG00000185900.11|POMK|protein_coding	Up	0.0442250311017052
ENSG00000221963.6|APOL6|protein_coding	Up	0.0442456815475739
ENSG00000148826.9|NKX6-2|protein_coding	Up	0.0442696489745363
ENSG00000104974.12|LILRA1|protein_coding	Up	0.0443019579859888
ENSG00000135077.9|HAVCR2|protein_coding	Up	0.0443133257212933
ENSG00000135269.18|TES|protein_coding	Up	0.0443253080329857
ENSG00000079150.18|FKBP7|protein_coding	Up	0.044375188191631
ENSG00000186451.2|SPATA12|protein_coding	Up	0.044407776150683
ENSG00000134815.19|DHX34|protein_coding	Up	0.0445061902079393
ENSG00000106397.12|PLOD3|protein_coding	Up	0.0445699568000106
ENSG00000198420.10|TCAF1|protein_coding	Up	0.0445832545669267
ENSG00000105738.11|SIPA1L3|protein_coding	Up	0.044595718872529
ENSG00000213096.11|ZNF254|protein_coding	Up	0.0446048157209414
ENSG00000100938.18|GMPR2|protein_coding	Up	0.0446352964321052
ENSG00000182107.7|TMEM30B|protein_coding	Up	0.0446715961469629
ENSG00000162946.23|DISC1|protein_coding	Up	0.0446950911650497
ENSG00000159200.18|RCAN1|protein_coding	Up	0.0447478587549405
ENSG00000104852.15|SNRNP70|protein_coding	Up	0.0448507300095998
