GeneName	Reg	log2FoldChange
ENSG00000157119.12|KLHL40|protein_coding	Down	-1.07604006191574
ENSG00000198354.7|DCAF12L2|protein_coding	Down	-1.07501732726713
ENSG00000079841.18|RIMS1|protein_coding	Down	-1.0698812373031
ENSG00000141255.13|SPATA22|protein_coding	Down	-1.06960119769335
ENSG00000178279.4|TNP2|protein_coding	Down	-1.06922689308844
ENSG00000106436.7|MYL10|protein_coding	Down	-1.06851966837588
ENSG00000189367.15|KIAA0408|protein_coding	Down	-1.0682456041573
ENSG00000174343.6|CHRNA9|protein_coding	Down	-1.06552797691687
ENSG00000196208.14|GREB1|protein_coding	Down	-1.06483519430184
ENSG00000173612.10|GPRC6A|protein_coding	Down	-1.0618017121962
ENSG00000107159.13|CA9|protein_coding	Down	-1.05875936919309
ENSG00000123572.17|NRK|protein_coding	Down	-1.05848920954436
ENSG00000171798.18|KNDC1|protein_coding	Down	-1.05733182244389
ENSG00000183783.7|KCTD8|protein_coding	Down	-1.05142032232566
ENSG00000239605.11|STPG4|protein_coding	Down	-1.05115469213649
ENSG00000272414.6|FAM47E-STBD1|protein_coding	Down	-1.04852547934847
ENSG00000176692.8|FOXC2|protein_coding	Down	-1.04838052664635
ENSG00000105219.10|CCNP|protein_coding	Down	-1.04670244552395
ENSG00000181499.2|OR6T1|protein_coding	Down	-1.04519535045712
ENSG00000174667.4|OR7D4|protein_coding	Down	-1.04158589874794
ENSG00000002726.21|AOC1|protein_coding	Down	-1.03907036211937
ENSG00000183628.14|DGCR6|protein_coding	Down	-1.03879274344756
ENSG00000135773.13|CAPN9|protein_coding	Down	-1.03800961166844
ENSG00000064651.14|SLC12A2|protein_coding	Down	-1.03669917256813
ENSG00000137270.11|GCM1|protein_coding	Down	-1.03580732320416
ENSG00000016490.16|CLCA1|protein_coding	Down	-1.03430198778508
ENSG00000147117.8|ZNF157|protein_coding	Down	-1.030659775883
ENSG00000162595.7|DIRAS3|protein_coding	Down	-1.02937507529705
ENSG00000163576.18|EFHB|protein_coding	Down	-1.02921892142732
ENSG00000187033.9|SAMD7|protein_coding	Down	-1.02872140402133
ENSG00000260230.5|FRRS1L|protein_coding	Down	-1.02782248974464
ENSG00000111879.20|FAM184A|protein_coding	Down	-1.02777436310431
ENSG00000004799.8|PDK4|protein_coding	Down	-1.02641232279478
ENSG00000204659.5|CBY3|protein_coding	Down	-1.02597736345571
ENSG00000113492.14|AGXT2|protein_coding	Down	-1.02465350919669
ENSG00000148604.15|RGR|protein_coding	Down	-1.02394196685899
ENSG00000232629.9|HLA-DQB2|protein_coding	Down	-1.02385548033376
ENSG00000125508.3|SRMS|protein_coding	Down	-1.02304267933727
ENSG00000204740.11|MALRD1|protein_coding	Down	-1.02292310564603
ENSG00000047634.15|SCML1|protein_coding	Down	-1.02213939845341
ENSG00000205884.2|DEFB136|protein_coding	Down	-1.02090007632604
ENSG00000122711.9|SPINK4|protein_coding	Down	-1.02000966864904
ENSG00000137561.5|TTPA|protein_coding	Down	-1.01837530407994
ENSG00000167311.14|ART5|protein_coding	Down	-1.01751707914559
ENSG00000177504.10|VCX2|protein_coding	Down	-1.01732972966815
ENSG00000099994.11|SUSD2|protein_coding	Down	-1.0169942936399
ENSG00000119973.6|PRLHR|protein_coding	Down	-1.01671016197903
ENSG00000196353.11|CPNE4|protein_coding	Down	-1.01655268501692
ENSG00000283654.3|LMLN2|protein_coding	Down	-1.01120064548499
ENSG00000152284.5|TCF7L1|protein_coding	Down	-1.01059267142492
ENSG00000112837.17|TBX18|protein_coding	Down	-1.00983913249222
ENSG00000169891.18|REPS2|protein_coding	Down	-1.00914020658431
ENSG00000266076.1|AC004805.1|protein_coding	Down	-1.00912550325272
ENSG00000140478.15|GOLGA6D|protein_coding	Down	-1.0042113113315
ENSG00000197790.1|OR52M1|protein_coding	Down	-1.00250820717167
ENSG00000196511.14|TPK1|protein_coding	Down	-1.00032747158915
ENSG00000213215.5|OR2F1|protein_coding	Down	-0.99945483116609
ENSG00000187733.6|AMY1C|protein_coding	Down	-0.996251028479378
ENSG00000111700.13|SLCO1B3|protein_coding	Down	-0.993100754726893
ENSG00000166828.3|SCNN1G|protein_coding	Down	-0.992816173958838
ENSG00000288660.1|AC004233.4|protein_coding	Down	-0.99256136319978
ENSG00000102313.9|ITIH6|protein_coding	Down	-0.991202980524175
ENSG00000240972.2|MIF|protein_coding	Down	-0.991035331915596
ENSG00000167757.14|KLK11|protein_coding	Down	-0.990943080279238
ENSG00000134588.12|USP26|protein_coding	Down	-0.990308253174413
ENSG00000259030.7|FPGT-TNNI3K|protein_coding	Down	-0.987857919055118
ENSG00000138315.13|OIT3|protein_coding	Down	-0.986818797467209
ENSG00000180745.5|CLRN3|protein_coding	Down	-0.985961710363481
ENSG00000197125.3|OR8B8|protein_coding	Down	-0.985465322073226
ENSG00000164509.15|IL31RA|protein_coding	Down	-0.985158724664892
ENSG00000150594.7|ADRA2A|protein_coding	Down	-0.984919384191048
ENSG00000130876.11|SLC7A10|protein_coding	Down	-0.984017531094115
ENSG00000167617.3|CDC42EP5|protein_coding	Down	-0.983942705618605
ENSG00000144015.5|TRIM43|protein_coding	Down	-0.9831405904171
ENSG00000128040.11|SPINK2|protein_coding	Down	-0.982627186895568
ENSG00000129824.16|RPS4Y1|protein_coding	Down	-0.981696123227959
ENSG00000176020.9|AMIGO3|protein_coding	Down	-0.981685784957005
ENSG00000272636.4|DOC2B|protein_coding	Down	-0.98098545783497
ENSG00000125337.19|KIF25|protein_coding	Down	-0.979196366651797
ENSG00000124302.13|CHST8|protein_coding	Down	-0.979080141413116
ENSG00000284873.1|OOSP1|protein_coding	Down	-0.975025837585033
ENSG00000168754.15|FAM178B|protein_coding	Down	-0.973916800349005
ENSG00000264717.5|NPY4R2|protein_coding	Down	-0.971387510288021
ENSG00000145819.18|ARHGAP26|protein_coding	Down	-0.970818253850519
ENSG00000178473.7|UCN3|protein_coding	Down	-0.970217914740956
ENSG00000274443.4|C8orf89|protein_coding	Down	-0.969565875478373
ENSG00000152785.8|BMP3|protein_coding	Down	-0.968730459274416
ENSG00000198889.5|DCAF12L1|protein_coding	Down	-0.968270725135548
ENSG00000164399.5|IL3|protein_coding	Down	-0.968236245190609
ENSG00000132821.12|VSTM2L|protein_coding	Down	-0.966028890692325
ENSG00000152049.6|KCNE4|protein_coding	Down	-0.965175999113453
ENSG00000092607.15|TBX15|protein_coding	Down	-0.963630028547401
ENSG00000183690.13|EFHC2|protein_coding	Down	-0.963016645234187
ENSG00000116183.11|PAPPA2|protein_coding	Down	-0.962652227952948
ENSG00000126218.12|F10|protein_coding	Down	-0.962430079669418
ENSG00000176358.15|TAC4|protein_coding	Down	-0.959522106045516
ENSG00000169777.6|TAS2R1|protein_coding	Down	-0.956490517777823
ENSG00000114786.16|ABHD14A-ACY1|protein_coding	Down	-0.954044426396861
ENSG00000164841.5|TMEM74|protein_coding	Down	-0.951735707038828
ENSG00000257062.6|AC022335.1|protein_coding	Down	-0.949537787108222
ENSG00000134438.10|RAX|protein_coding	Down	-0.945340436794405
ENSG00000169344.15|UMOD|protein_coding	Down	-0.944924792744194
ENSG00000188674.11|C2orf80|protein_coding	Down	-0.942095338384592
ENSG00000156006.5|NAT2|protein_coding	Down	-0.941716981334852
ENSG00000152154.11|TMEM178A|protein_coding	Down	-0.941063245705823
ENSG00000082175.15|PGR|protein_coding	Down	-0.938325321661388
ENSG00000041515.16|MYO16|protein_coding	Down	-0.938308591988964
ENSG00000184454.7|NCMAP|protein_coding	Down	-0.93691821241088
ENSG00000115705.22|TPO|protein_coding	Down	-0.936355066718388
ENSG00000140564.12|FURIN|protein_coding	Down	-0.935143843644663
ENSG00000280969.2|RPS4Y2|protein_coding	Down	-0.933823051589355
ENSG00000164129.12|NPY5R|protein_coding	Down	-0.933320593340007
ENSG00000117983.17|MUC5B|protein_coding	Down	-0.933184826044606
ENSG00000286088.1|AC073585.1|protein_coding	Down	-0.932083677534729
ENSG00000261210.8|CLEC19A|protein_coding	Down	-0.931956056782517
ENSG00000081479.15|LRP2|protein_coding	Down	-0.93103137729054
ENSG00000172464.3|OR5AP2|protein_coding	Down	-0.930981902146521
ENSG00000203943.9|SAMD13|protein_coding	Down	-0.930788213451649
ENSG00000127530.4|OR7C1|protein_coding	Down	-0.929781557370978
ENSG00000283765.1|AC131160.1|protein_coding	Down	-0.928597037589437
ENSG00000046774.10|MAGEC2|protein_coding	Down	-0.927694244277742
ENSG00000123843.13|C4BPB|protein_coding	Down	-0.927290048612328
ENSG00000184845.4|DRD1|protein_coding	Down	-0.927240419170154
ENSG00000151715.8|TMEM45B|protein_coding	Down	-0.925799583281108
ENSG00000255974.8|CYP2A6|protein_coding	Down	-0.925213144089069
ENSG00000187268.12|FAM9C|protein_coding	Down	-0.924067741451844
ENSG00000136574.18|GATA4|protein_coding	Down	-0.923428461133789
ENSG00000167281.19|RBFOX3|protein_coding	Down	-0.922265324912157
ENSG00000069206.15|ADAM7|protein_coding	Down	-0.92199396502118
ENSG00000153132.13|CLGN|protein_coding	Down	-0.921708087234774
ENSG00000205670.12|SMIM11A|protein_coding	Down	-0.92148116322357
ENSG00000167183.3|PRR15L|protein_coding	Down	-0.919297300792757
ENSG00000266826.2|IGBP1P2|protein_coding	Down	-0.919012076592817
ENSG00000186335.9|SLC36A2|protein_coding	Down	-0.917996555000952
ENSG00000122584.13|NXPH1|protein_coding	Down	-0.917415442229394
ENSG00000079393.20|DUSP13|protein_coding	Down	-0.916084748588846
ENSG00000179593.16|ALOX15B|protein_coding	Down	-0.914760753649339
ENSG00000047936.11|ROS1|protein_coding	Down	-0.91447556615103
ENSG00000171431.4|KRT20|protein_coding	Down	-0.913635632602414
ENSG00000172320.3|OR5A1|protein_coding	Down	-0.910872037839716
ENSG00000170608.3|FOXA3|protein_coding	Down	-0.910177714324563
ENSG00000239642.6|MEIKIN|protein_coding	Down	-0.909904422672151
ENSG00000109472.14|CPE|protein_coding	Down	-0.908850071692476
ENSG00000130224.15|LRCH2|protein_coding	Down	-0.906301925438432
ENSG00000214336.5|FOXI3|protein_coding	Down	-0.903192931075284
ENSG00000267795.6|SMIM22|protein_coding	Down	-0.90290528744904
ENSG00000171476.22|HOPX|protein_coding	Down	-0.902545564002706
ENSG00000108515.18|ENO3|protein_coding	Down	-0.900773672510625
ENSG00000259803.7|SLC22A31|protein_coding	Down	-0.899811424970678
ENSG00000134115.13|CNTN6|protein_coding	Down	-0.897625643759596
ENSG00000006659.13|LGALS14|protein_coding	Down	-0.89728794360929
ENSG00000143954.13|REG3G|protein_coding	Down	-0.896962130379264
ENSG00000010282.15|HHATL|protein_coding	Down	-0.896187032119053
ENSG00000174876.16|AMY1B|protein_coding	Down	-0.894720883772907
ENSG00000150054.18|MPP7|protein_coding	Down	-0.89333441604672
ENSG00000288631.1|ELOA3|protein_coding	Down	-0.893054216813387
ENSG00000169085.13|VXN|protein_coding	Down	-0.891490072940858
ENSG00000166106.3|ADAMTS15|protein_coding	Down	-0.890663398713104
ENSG00000170091.11|NSG2|protein_coding	Down	-0.890280630739914
ENSG00000198573.7|SPANXC|protein_coding	Down	-0.890053265531109
ENSG00000122304.11|PRM2|protein_coding	Down	-0.889640747763642
ENSG00000084710.14|EFR3B|protein_coding	Down	-0.88911784320603
ENSG00000214510.10|SPINK13|protein_coding	Down	-0.889050806763179
ENSG00000138316.11|ADAMTS14|protein_coding	Down	-0.887730873050979
ENSG00000179914.5|ITLN1|protein_coding	Down	-0.886317111130271
ENSG00000203952.9|CCDC160|protein_coding	Down	-0.885886093910756
ENSG00000177103.15|DSCAML1|protein_coding	Down	-0.884565860634875
ENSG00000077279.19|DCX|protein_coding	Down	-0.884163321721108
ENSG00000160182.3|TFF1|protein_coding	Down	-0.884009474994202
ENSG00000116785.14|CFHR3|protein_coding	Down	-0.882297615076108
ENSG00000120440.15|TTLL2|protein_coding	Down	-0.882276020714858
ENSG00000150051.14|MKX|protein_coding	Down	-0.880520525742966
ENSG00000116329.11|OPRD1|protein_coding	Down	-0.880071712303757
ENSG00000287908.1|AC025165.6|protein_coding	Down	-0.878666657123413
ENSG00000182111.9|ZNF716|protein_coding	Down	-0.876505678172207
ENSG00000154645.14|CHODL|protein_coding	Down	-0.876275351874368
ENSG00000244234.3|GMCL2|protein_coding	Down	-0.875982688057164
ENSG00000213931.7|HBE1|protein_coding	Down	-0.87594044227803
ENSG00000165269.13|AQP7|protein_coding	Down	-0.872358482878511
ENSG00000152092.16|ASTN1|protein_coding	Down	-0.868690025673697
ENSG00000254772.10|EEF1G|protein_coding	Down	-0.868614157038904
ENSG00000137642.13|SORL1|protein_coding	Down	-0.868025708057295
ENSG00000188730.5|VWC2|protein_coding	Down	-0.867828536109682
ENSG00000158296.14|SLC13A3|protein_coding	Down	-0.867820420949942
ENSG00000138356.14|AOX1|protein_coding	Down	-0.866560991622801
ENSG00000003989.18|SLC7A2|protein_coding	Down	-0.86499880379898
ENSG00000115665.9|SLC5A7|protein_coding	Down	-0.863905886474473
ENSG00000243710.8|CFAP57|protein_coding	Down	-0.862497295900333
ENSG00000277058.2|HNRNPCL3|protein_coding	Down	-0.862409877729373
ENSG00000279301.4|OR2T11|protein_coding	Down	-0.862349367469323
ENSG00000187260.16|WDR86|protein_coding	Down	-0.860382597402214
ENSG00000116711.10|PLA2G4A|protein_coding	Down	-0.859084146547508
ENSG00000169340.10|PDILT|protein_coding	Down	-0.857824763480487
ENSG00000213937.4|CLDN9|protein_coding	Down	-0.856059124267085
ENSG00000176302.13|FOXR1|protein_coding	Down	-0.855227022404615
ENSG00000188158.16|NHS|protein_coding	Down	-0.855091086978679
ENSG00000172264.17|MACROD2|protein_coding	Down	-0.85455852819465
ENSG00000226372.4|DCAF8L1|protein_coding	Down	-0.853630562649711
ENSG00000163630.11|SYNPR|protein_coding	Down	-0.851867851612579
ENSG00000109163.7|GNRHR|protein_coding	Down	-0.851208501747745
ENSG00000155511.18|GRIA1|protein_coding	Down	-0.850471148900004
ENSG00000167165.19|UGT1A6|protein_coding	Down	-0.850305116368984
ENSG00000130513.6|GDF15|protein_coding	Down	-0.849611516005909
ENSG00000256374.2|PPIAL4D|protein_coding	Down	-0.84785323201365
ENSG00000148735.15|PLEKHS1|protein_coding	Down	-0.847243182261711
ENSG00000214338.10|SOGA3|protein_coding	Down	-0.847046362688585
ENSG00000136698.10|CFC1|protein_coding	Down	-0.846915885103389
ENSG00000228696.10|ARL17B|protein_coding	Down	-0.846308102588827
ENSG00000170927.15|PKHD1|protein_coding	Down	-0.844092560786206
ENSG00000277556.1|OR13C5|protein_coding	Down	-0.843810454478578
ENSG00000221931.2|OR6X1|protein_coding	Down	-0.843676014544984
ENSG00000171014.2|OR4D5|protein_coding	Down	-0.843439280080687
ENSG00000185974.7|GRK1|protein_coding	Down	-0.842744536350792
ENSG00000172938.3|MRGPRD|protein_coding	Down	-0.842671569816293
ENSG00000169116.11|PARM1|protein_coding	Down	-0.8422099231255
ENSG00000105507.3|CABP5|protein_coding	Down	-0.842096222253607
ENSG00000155816.20|FMN2|protein_coding	Down	-0.841984973822958
ENSG00000102048.16|ASB9|protein_coding	Down	-0.841039473958031
ENSG00000181023.8|OR56B1|protein_coding	Down	-0.840258929985771
ENSG00000227059.7|ANHX|protein_coding	Down	-0.838407561798861
ENSG00000283428.1|CCDC195|protein_coding	Down	-0.837099939702337
ENSG00000187416.12|LHFPL3|protein_coding	Down	-0.835714253585082
ENSG00000170786.12|SDR16C5|protein_coding	Down	-0.832744446135411
ENSG00000007402.12|CACNA2D2|protein_coding	Down	-0.832503117187257
ENSG00000132874.15|SLC14A2|protein_coding	Down	-0.83245325672868
ENSG00000183036.11|PCP4|protein_coding	Down	-0.831547720066515
ENSG00000122145.15|TBX22|protein_coding	Down	-0.831423572792168
ENSG00000213023.11|SYT3|protein_coding	Down	-0.830733679016587
ENSG00000197309.3|OR10D3|protein_coding	Down	-0.830321094563269
ENSG00000183960.9|KCNH8|protein_coding	Down	-0.829851080353638
ENSG00000183571.11|PGPEP1L|protein_coding	Down	-0.827985224640177
ENSG00000168959.14|GRM5|protein_coding	Down	-0.827584299954495
ENSG00000254959.6|INMT-MINDY4|protein_coding	Down	-0.826681578829134
ENSG00000080493.18|SLC4A4|protein_coding	Down	-0.825393526979394
ENSG00000166432.15|ZMAT1|protein_coding	Down	-0.82538967319171
ENSG00000006016.11|CRLF1|protein_coding	Down	-0.824487451242691
ENSG00000100626.17|GALNT16|protein_coding	Down	-0.821756323574827
ENSG00000137142.5|IGFBPL1|protein_coding	Down	-0.821240813487482
ENSG00000260325.2|HSPB9|protein_coding	Down	-0.819825673378134
ENSG00000187151.7|ANGPTL5|protein_coding	Down	-0.818046140401634
ENSG00000122966.17|CIT|protein_coding	Down	-0.816945962572124
ENSG00000153303.17|FRMD1|protein_coding	Down	-0.816462749609499
ENSG00000283528.2|TCAF2C|protein_coding	Down	-0.816196043143372
ENSG00000004846.16|ABCB5|protein_coding	Down	-0.815547897077678
ENSG00000165072.10|MAMDC2|protein_coding	Down	-0.814770194800178
ENSG00000188706.13|ZDHHC9|protein_coding	Down	-0.814506714023739
ENSG00000148795.7|CYP17A1|protein_coding	Down	-0.813572731878473
ENSG00000144229.12|THSD7B|protein_coding	Down	-0.812812731453817
ENSG00000108846.16|ABCC3|protein_coding	Down	-0.812768168424483
ENSG00000103534.17|TMC5|protein_coding	Down	-0.812444901614789
ENSG00000181778.5|TMEM252|protein_coding	Down	-0.812080697602077
ENSG00000158901.12|WFDC8|protein_coding	Down	-0.811989492306015
ENSG00000132932.17|ATP8A2|protein_coding	Down	-0.80985552806647
ENSG00000165443.12|PHYHIPL|protein_coding	Down	-0.809401206038654
ENSG00000196341.3|OR8D1|protein_coding	Down	-0.807003371755615
ENSG00000175868.14|CALCB|protein_coding	Down	-0.806388350264144
ENSG00000152670.19|DDX4|protein_coding	Down	-0.805822379339551
ENSG00000168079.17|SCARA5|protein_coding	Down	-0.805164890924356
ENSG00000156049.7|GNA14|protein_coding	Down	-0.804325089485431
ENSG00000177138.17|FAM9B|protein_coding	Down	-0.802551471146079
ENSG00000150893.11|FREM2|protein_coding	Down	-0.802490587969708
ENSG00000087085.16|ACHE|protein_coding	Down	-0.802145174769653
ENSG00000173597.9|SULT1B1|protein_coding	Down	-0.802005878818277
ENSG00000185985.11|SLITRK2|protein_coding	Down	-0.801999990358328
ENSG00000182489.9|XKRX|protein_coding	Down	-0.801309601326322
ENSG00000180708.6|OR10K2|protein_coding	Down	-0.801167604528479
ENSG00000163075.13|CFAP221|protein_coding	Down	-0.800499862381275
ENSG00000154217.15|PITPNC1|protein_coding	Down	-0.799963714069095
ENSG00000162543.6|UBXN10|protein_coding	Down	-0.798917789553791
ENSG00000021826.17|CPS1|protein_coding	Down	-0.797891715658795
ENSG00000131738.11|KRT33B|protein_coding	Down	-0.797106312078182
ENSG00000167972.14|ABCA3|protein_coding	Down	-0.796958882388999
ENSG00000002933.9|TMEM176A|protein_coding	Down	-0.796560659242648
ENSG00000128536.16|CDHR3|protein_coding	Down	-0.796540133145733
ENSG00000164325.8|TMEM174|protein_coding	Down	-0.795414733061229
ENSG00000171433.12|GLOD5|protein_coding	Down	-0.795188034601221
ENSG00000104490.18|NCALD|protein_coding	Down	-0.794405984918338
ENSG00000156466.10|GDF6|protein_coding	Down	-0.793948044888935
ENSG00000185634.12|SHC4|protein_coding	Down	-0.793688891975311
ENSG00000233041.8|PHGR1|protein_coding	Down	-0.793126007016079
ENSG00000137960.6|GIPC2|protein_coding	Down	-0.792845669917442
ENSG00000128052.10|KDR|protein_coding	Down	-0.792654914991264
ENSG00000164120.14|HPGD|protein_coding	Down	-0.792469525965037
ENSG00000130182.8|ZSCAN10|protein_coding	Down	-0.792108277358926
ENSG00000221869.5|CEBPD|protein_coding	Down	-0.791186852512555
ENSG00000196859.8|KRT39|protein_coding	Down	-0.791086483344491
ENSG00000275718.2|CCL15|protein_coding	Down	-0.790394031080365
ENSG00000091129.21|NRCAM|protein_coding	Down	-0.790084648290432
ENSG00000267206.6|LCN6|protein_coding	Down	-0.789104647163115
ENSG00000132840.10|BHMT2|protein_coding	Down	-0.787586821749484
ENSG00000168267.7|PTF1A|protein_coding	Down	-0.787282752486562
ENSG00000156076.10|WIF1|protein_coding	Down	-0.78651765618644
ENSG00000150045.12|KLRF1|protein_coding	Down	-0.786346499888563
ENSG00000145242.13|EPHA5|protein_coding	Down	-0.786208774488653
ENSG00000205301.12|MGAT4D|protein_coding	Down	-0.784930499148731
ENSG00000162763.4|LRRC52|protein_coding	Down	-0.784585509985968
ENSG00000131142.13|CCL25|protein_coding	Down	-0.784437031090006
ENSG00000166796.12|LDHC|protein_coding	Down	-0.784423202140489
ENSG00000162897.16|FCAMR|protein_coding	Down	-0.784087764345237
ENSG00000254553.1|AL033529.1|protein_coding	Down	-0.783847019034916
ENSG00000153060.8|TEKT5|protein_coding	Down	-0.782045212277941
ENSG00000005471.19|ABCB4|protein_coding	Down	-0.781372980074823
ENSG00000143878.10|RHOB|protein_coding	Down	-0.780794371496157
ENSG00000240038.6|AMY2B|protein_coding	Down	-0.778688185000548
ENSG00000233056.3|ERVH48-1|protein_coding	Down	-0.778297622222457
ENSG00000184032.3|KRTAP20-2|protein_coding	Down	-0.778254070239549
ENSG00000120149.9|MSX2|protein_coding	Down	-0.777296881966152
ENSG00000215545.1|DEFB116|protein_coding	Down	-0.777266079647882
ENSG00000168447.11|SCNN1B|protein_coding	Down	-0.776991626290566
ENSG00000176219.3|OR11H6|protein_coding	Down	-0.776683528268744
ENSG00000178776.5|C5orf46|protein_coding	Down	-0.776544095487896
ENSG00000113594.10|LIFR|protein_coding	Down	-0.776353375860293
ENSG00000177189.14|RPS6KA3|protein_coding	Down	-0.775834635250906
ENSG00000166821.9|PEX11A|protein_coding	Down	-0.774685530746477
ENSG00000113296.14|THBS4|protein_coding	Down	-0.773757205377694
ENSG00000145569.6|OTULINL|protein_coding	Down	-0.77374802748186
